fපෛබි‍්‍රනොජන්	faaibi‍‍ranod͡ʒan	NOUN	fibrinogen
fපෛබෙ‍්‍රාප්ලාස්ටින්	faaibe‍‍raːplaːsʈin	?	fibroplastin
fපෛබෙ‍්‍රාලයිට්	faaibe‍‍raːlajiʈ	?	fibrolite
fපෛබෙ‍්‍රාලයිසින්	faaibe‍‍raːlajisin	?	fibrolysin
fපොනය	faonaja	NOUN	phon
fපොස්fපටයිඩ්	faosfaʈajiɖ	?	phosphatide
fපොස්fපටේස්	faosfaʈeːs	NOUN	phosphatase
fපොස්fපයිඩ්	faosfajiɖ	?	phosphide
fපොස්fපරස්	faosfaras	ADJ	phosphorous
fපොස්fපසයින්	faosfasajin	?	phosphazine
fපොස්fපීන්	faosfaiːn	NOUN	phosphine
fපොස්fපේට්	faosfaeːʈ	NOUN	phosphate
fපොස්fපොමොලිබ්ඩේට්	faosfaomolibɖeːʈ	?	phosphomolybdate
fපොස්fපොරික්අම්ලය	faosfaorikamlaja	?	phosphoric acid
fපොස්න්	faosn	NOUN	phosgene
fපෝටෝනය	faoːʈoːnaja	NOUN	photon
fපෝමයිකා	faoːmajikaː	NOUN	formica
fපෝමිකා	faoːmikaː	NOUN	formica
fපෝමීල්කරණය	faoːmiːlkaraɳaja	?	forimylation
g-බලය	g-balaja	NOUN	g-force
ංවටිල්ල	ŋvaʈilla	NOUN	imitation
ඃ	h	?	visarga
අ	a	?	Aug.;Apr.;Tu.
අ'සෙටිලීන්	a'seʈiliːn	NOUN	acetylene
අzසාවැඩ්	azsaːvæɖ	?	Azawad
අං	aŋ	NOUN	horn
අංක	aŋka	NOUN	number;digital
අංකගණිතය	aŋkaɡaɳitaja	NOUN	arithmetic
අංකනය	aŋkanaja	VERB	brand;notation;markings
අංකපාලී	aŋkapaːliː	?	dry nurse
අංකපාශය	aŋkapaːsaja	NOUN	permutation
අංකමය	aŋkamaja	NOUN	arithmetic
අංකමූණත	aŋkamuːɳata	NOUN	dial
අංකය	aŋkaja	NOUN	number;point;act;figure;degree;item;mark;dig;cipher;digit;cypher;numeral
අංකාන්තරය	aŋkaːntaraja	NOUN	interlude;between acts;entracte;inter act
අංකාවධිය	aŋkaːvadija	?	entracte
අංකිත	aŋkita	VERB	graduated;numbered
අංකුටය	aŋkuʈaja	NOUN	barbel
අංකුට්ටා	aŋkuʈʈaː	NOUN	catfish
අංකුර	aŋkura	ADJ	nascent
අංකුරනය	aŋkuranaja	NOUN	budding;pullulation
අංකුරය	aŋkuraja	VERB	shoot;bud;germ;scion;sprout;bourgeon;offshoot
අංකුශය	aŋkusaja	VERB	hook;barb;elephant goad
අංකුශිකාධර	aŋkusikaːdara	ADJ	barbellate
අංකුසය	aŋkusaja	VERB	goad
අංකෙන්ද	aŋkenda	?	Acronychia pedunculata
අංග	aŋɡa	NOUN	elements;slimatic
අංගචලනය	aŋɡat͡ʃalanaja	NOUN	motion
අංගච්ඡෙදනය	aŋɡat͡ʃt͡ʃedanaja	NOUN	amputation
අංගච්ඡේදය	aŋɡat͡ʃt͡ʃeːdaja	NOUN	mutilation
අංගඡේදනය	aŋɡat͡ʃeːdanaja	NOUN	amputation
අංගඡේදය	aŋɡat͡ʃeːdaja	NOUN	mutilation
අංගජනක	aŋɡad͡ʒanaka	?	organogenetic
අංගජනනය	aŋɡad͡ʒananaja	?	organogenesis;organogeny
අංගණ	aŋɡaɳa	NOUN	areola
අංගණභීතිකාව	aŋɡaɳabiːtikaːva	NOUN	agoraphobia
අංගණය	aŋɡaɳaja	NOUN	court;compound;courtyard
අංගදය	aŋɡadaja	NOUN	armlet
අංගදාභරණය	aŋɡadaːbaraɳaja	?	arm let
අංගනය	aŋɡanaja	NOUN	yard;compound;arena
අංගභූත	aŋɡabuːta	NOUN	incident
අංගම්පොර	aŋɡampora	?	Angampora
අංගමාරය	aŋɡamaːraja	NOUN	blight
අංගය	aŋɡaja	NOUN	part;body;member;element;aspect;feature;branch;component;organ;ingredient;limb
අංගරකාව	aŋɡarakaːva	NOUN	banian;banyan;doublet
අංගරචනය	aŋɡarat͡ʃanaja	?	make up
අංගරාග	aŋɡaraːɡa	NOUN	cosmetics;cosmetic
අංගරාගය	aŋɡaraːɡaja	ADJ	cosmetic
අංගරිය	aŋɡarija	?	angary
අංගවස්ත්‍රය	aŋɡavast‍raja	NOUN	shirt
අංගවික්ෂේපය	aŋɡavikseːpaja	NOUN	gesticulation
අංගවිකෘතිය	aŋɡavikurtija	NOUN	deformity;apoplexy
අංගවින්‍යාසය	aŋɡavin‍jaːsaja	NOUN	posture
අංගසම	aŋɡasama	ADJ	congruent;congruous
අංගසමතාව	aŋɡasamataːva	NOUN	congruence;congruency
අංගසාම්‍යතාව	aŋɡasaːm‍jataːva	NOUN	congruence;congruity
අංගසාම්‍යය	aŋɡasaːm‍jaja	NOUN	congruency;congruity
අංගහාරය	aŋɡahaːraja	NOUN	gesture
අංගාණිය	aŋɡaːɳija	NOUN	market place;shambles
අංගාර	aŋɡaːra	NOUN	carbon;charcoal;chark;embers
අංගාරකරණය	aŋɡaːrakaraɳaja	NOUN	carbonisation;carbonization
අංගාරක්ෂක	aŋɡaːraksaka	?	body guard
අංගාරධර	aŋɡaːradara	ADJ	carboniferous
අංගාරධාතුව	aŋɡaːradaːtuva	NOUN	carbon
අංගාරමය	aŋɡaːramaja	ADJ	carbonaceous
අංගාරය	aŋɡaːraja	NOUN	carbon
අංගාරාමය	aŋɡaːraːmaja	ADJ	carbonaceous
අංගීකාරය	aŋɡiːkaːraja	NOUN	confession
අංගුල්‍යාකාර	aŋɡul‍jaːkaːra	ADJ	digitate
අංගුලිකා	aŋɡulikaː	NOUN	digit
අංගුෂ්ටක්ධල්ලකි	aŋɡusʈakdallaki	?	castanet
අංජනම	aŋd͡ʒanama	NOUN	ointment;collyrium
අංජනය	aŋd͡ʒanaja	?	oculentum
අංජලිකාව	aŋd͡ʒalikaːva	?	fourchette
අංතට්ටුව	aŋtaʈʈuva	NOUN	antler
අංශ	aŋsa	ADJ	sectional
අංශක	aŋsaka	NOUN	degrees
අංශකය	aŋsakaja	NOUN	degree
අංශචිත්‍රය	aŋsat͡ʃit‍raja	NOUN	profile
අංශබාගය	aŋsabaːɡaja	NOUN	paralysis
අංශභාගය	aŋsabaːɡaja	NOUN	paralysis;palsy
අංශය	aŋsaja	NOUN	side;section;degree;share;unit;division;phase;portion;department;aspect;sector;compartment;fragment;flank;numerator
අංශලම්භකය	aŋsalambakaja	?	off set
අංශ්‍රීකරණය	aŋs‍riːkaraɳaja	?	departmentalization
අංශාධිපතියා	aŋsaːdipatijaː	NOUN	lord
අංශුමය	aŋsumaja	NOUN	particulate
අංශුමාත්‍රය	aŋsumaːt‍raja	NOUN	element;trace;ray
අංශුව	aŋsuva	NOUN	particle;speck;minute particle;ray of light
අංසකූටය	aŋsakuːʈaja	NOUN	acromion
අංසාණිය	aŋsaːɳija	NOUN	acromion
අඃමදියා	ahmadijaː	?	Ahmadiyya
අඑල	aela	ADJ	barren;fruitless
අඑාසුව	aeaːsuva	NOUN	discomfort;sickness
අකටයුත්ත	akaʈajutta	NOUN	injustice
අකටයුතු	akaʈajutu	ADJ	inactive;unjust;improper;inoperative
අකතනීතිකරය	akataniːtikaraja	?	non feasance
අකපට	akapaʈa	ADJ	childlike
අකපාලික	akapaːlika	ADJ	acephalous
අකම්ප	akampa	?	aseismic
අකමැත්තෙන්	akamætten	ADJ	involuntary
අකමැතිකම	akamætikama	NOUN	reluctance
අකර	akara	NOUN	axle
අකරතැබ්බය	akaratæbbaja	NOUN	dilemma;injustice;stew;mishap;predicament;snag
අකර්තෘක	akarturka	ADJ	impersonal
අකර්තෘකවාදය	akarturkavaːdaja	?	impersonalism
අකර්මක	akarmaka	ADJ	inactive;inoperative;intransitive
අකර්මකතාව	akarmakataːva	NOUN	inertia
අකර්මණ්‍ය	akarmaɳ‍ja	ADJ	idle;passive;inactive;indolent
අකර්මණ්‍යතාව	akarmaɳ‍jataːva	NOUN	passivity
අකර්මන්‍ය	akarman‍ja	ADJ	passive
අකර්මන්‍යතාව	akarman‍jataːva	NOUN	passivity
අකරිඩාවා	akariɖaːvaː	NOUN	acarus
අකරිඩාවෝ	akariɖaːvoː	NOUN	acari
අකරුණාව	akaruɳaːva	NOUN	cruelty;unkindness
අකරුණාවන්ත	akaruɳaːvanta	ADJ	inhumane;unkind;uncharitable
අකලංක	akalaŋka	ADJ	immaculate;spotless
අකල්	akal	ADJ	premature;untimely;out of season
අකල්‍ය	akal‍ja	ADJ	morbid;mobid
අකස	akasa	NOUN	mortgage
අක්	ak	NOUN	extremities
අක්කඩ	akkaɖa	NOUN	stub
අක්කපාන	akkapaːna	?	Bryophyllum pinnatum
අක්කර	akkara	NOUN	acres
අක්කර-අඩි	akkara-aɖi	NOUN	acre-feet;acre ft
අක්කරය	akkaraja	NOUN	acre
අක්කරෙයිපත්තුව	akkarejipattuva	?	Akkaraipattu
අක්කා	akkaː	NOUN	sister;elder sister;older sister
අක්කාරම	akkaːrama	NOUN	thrush
අක්කොටය	akkoʈaja	NOUN	stump
අක්කොළ	akkoɭa	?	endpaper;fly leaf
අක්තපත්‍රය	aktapat‍raja	NOUN	credentials;act of appointment;lettre de provision
අක්තය	aktaja	NOUN	warrant
අක්තෙරපුම	akterapuma	?	end thrust
අක්දෙරිය	akderija	NOUN	eaves
අක්පාව	akpaːva	VERB	toe
අක්බඹුරු	akbamburu	VERB	curled
අක්මාපේනය	akmaːpeːnaja	?	hepatoscopy
අක්මාව	akmaːva	NOUN	liver
අක්මාවත	akmaːvata	?	arterial road
අක්මාශාක	akmaːsaːka	NOUN	hepatics
අක්මාශාකය	akmaːsaːkaja	NOUN	liverwort
අක්මුදල	akmudala	?	cash imprest;imprest
අක්ලකර	aklakara	NOUN	paraph
අක්වක්	akvak	NOUN	zigzag;zig zag
අක්වට	akvaʈa	NOUN	dial
අක්වටනවා	akvaʈanavaː	NOUN	dial
අක්වටය	akvaʈaja	NOUN	dial
අක්වාටින්ට්	akvaːʈinʈ	NOUN	aquatint
අක්වාරෙල්	akvaːrel	?	aquarelle
අක්වැටුම	akvæʈuma	VERB	dialling
අක්වෙරළ	akveraɭa	?	off shore
අක්ෂ	aksa	ADJ	axial;axile
අක්ෂකාස්ථිය	aksakaːstija	NOUN	clavicle;collar bone
අක්ෂදණ්ඩ	aksadaɳɖa	NOUN	axle
අක්ෂධූර්තයා	aksaduːrtajaː	NOUN	gambler
අක්ෂබන්ධය	aksabandaja	?	concaulescence
අක්ෂමතාව	aksamataːva	NOUN	inadequecy;incompetency
අක්ෂමාලාව	aksamaːlaːva	NOUN	rosary
අක්ෂමිතිය	aksamitija	?	axonometry
අක්ෂය	aksaja	NOUN	die;permanent;axis;latitude;pawn;imperishable
අක්ෂර	aksara	NOUN	character;Font
අක්ෂරමාලාව	aksaramaːlaːva	NOUN	script;alphabet
අක්ෂරය	aksaraja	NOUN	letter;character;syllable
අක්ෂරලේඛනය	aksaraleːkanaja	VERB	lettering
අක්ෂරවින්‍යාසය	aksaravin‍jaːsaja	VERB	spelling
අක්ෂරසංකරය	aksarasaŋkaraja	NOUN	monogram
අක්ෂරාංක	aksaraːŋka	ADJ	alphanumeric
අක්ෂස්ථිය	aksastija	NOUN	axis
අක්ෂාංශ	aksaːŋsa	NOUN	latitude
අක්ෂාංශකය	aksaːŋsakaja	NOUN	latitude
අක්ෂාංශකවාදය	aksaːŋsakavaːdaja	?	latitudinarianism
අක්ෂාංශය	aksaːŋsaja	NOUN	latitude;degree of latitude;lattitude
අක්ෂානුමිතික	aksaːnumitika	?	axonometric
අක්ෂිගෝලය	aksiɡoːlaja	?	eye ball
අක්ෂිධාරා	aksidaːraː	NOUN	tears
අක්ෂිපක්ෂ්ම	aksipaksma	NOUN	cilia
අක්ෂිපක්ෂ්මය	aksipaksmaja	?	eye lash
අක්ෂිපටලය	aksipaʈalaja	NOUN	cataract of the eye;conjunctiva;conjunctive;membrane of the eye
අක්ෂිය	aksija	NOUN	eye
අක්ෂිරූපනය	aksiruːpanaja	?	augen
අක්ෂිවිද්‍යාව	aksivid‍jaːva	?	opthalmology
අක්ෂිවෛද්‍යයා	aksivaid‍jajaː	NOUN	oculist
අක්ෂීය	aksiːja	NOUN	axis;ocular
අක්ෂුධාව	aksudaːva	NOUN	anorexia;anoroxia
අක්සනය	aksanaja	NOUN	axon
අක්සෙනය	aksenaja	?	eave
අක්‍කා	ak‍kaː	NOUN	sister;big sister;elder sister;older sister;sis
අක්‍රම	ak‍rama	ADJ	irregular
අක්‍රමතාවාදය	ak‍ramataːvaːdaja	?	irregularity theory of
අක්‍රමය	ak‍ramaja	NOUN	disorder
අක්‍රමවත්	ak‍ramavat	ADJ	casual;irregular;asynatactic;non systematic;scrappy;unsystematic
අක්‍රමික	ak‍ramika	ADJ	irregular;anomalous;desultory
අක්‍රමිකතා	ak‍ramikataː	NOUN	irregularities
අක්‍රමිකතාව	ak‍ramikataːva	NOUN	irregularity;anomaly;lrregularity
අක්‍රිය	ak‍rija	VERB	resting;idle;passive;inactive;dormant;non operational
අක්‍රියතාව	ak‍rijataːva	NOUN	inaction;passivity
අක්‍රොශකාරී	ak‍rosakaːriː	ADJ	abusive
අක්‍රොශය	ak‍rosaja	NOUN	vituperation
අක්‍රෝධ	ak‍roːda	ADJ	dispassionate;free from anger
අක්‍රෝශය	ak‍roːsaja	NOUN	ban
අකාන්	akaːn	NOUN	Akan
අකාබනික	akaːbanika	ADJ	inorganic;chemically;anorganic
අකායික	akaːjika	ADJ	incorporeal
අකාරණේ	akaːraɳeː	ADV	unjustly;without a reason;without justification
අකාර්ම්‍ය	akaːrm‍ja	ADJ	inoperative
අකාර්යක්ෂම	akaːrjaksama	ADJ	doctrinaire;bookish
අකාර්ය්‍යක්ෂම	akaːrj‍jaksama	ADJ	academic
අකාරාදිකරණය	akaːraːdikaraɳaja	VERB	alphabetising
අකාරාදිය	akaːraːdija	NOUN	dictionary;alphabet;lexicon;glosary
අකාරුණ්‍ය	akaːruɳ‍ja	ADJ	pitiless
අකාරුණික	akaːruɳika	NOUN	merciless;unkind;cavalier;unkindful
අකාල	akaːla	ADJ	premature;inopportune;unseasonable;untimely
අකාලපරිණත	akaːlapariɳata	?	praecox
අකාලපුෂ්පනය	akaːlapuspanaja	?	proanthesis
අකාලයේ	akaːlajeː	ADJ	untimely;unseasonally
අකාලායත්ත	akaːlaːjatta	?	scleronomic
අකාලික	akaːlika	ADJ	immediate;timeless;iternal;unseasonal;untime
අකැප	akæpa	ADJ	unclean
අකැමැත්ත	akæmætta	NOUN	aversion
අකැමැති	akæmæti	ADJ	reluctant;averse
අකිංකර	akiŋkara	ADJ	insubordinate
අකිංකරණය	akiŋkaraɳaja	NOUN	insubordination
අකිංකරතාව	akiŋkarataːva	NOUN	insubordination
අකිංචනය	akiŋt͡ʃanaja	NOUN	nothingness
අකිටා	akiʈaː	?	Akita
අකිය	akija	ADJ	inactive
අකිළෙනවා	akiɭenavaː	VERB	shrink
අකීකරු	akiːkaru	ADJ	disobedient;insubordinate;wayside;naughty;refractory;contumacious;contumelious
අකීකරුකම	akiːkarukama	NOUN	disobedience;insubordination;contumacy;recalcitrance
අකීරුකම	akiːrukama	NOUN	contumacy
අකුඇටය	akuæʈaja	NOUN	collarbone;clavicle
අකුටිල	akuʈila	ADJ	straight;honest;upright;craftless;open hearted
අකුටිලත්වය	akuʈilatvaja	NOUN	rectitude
අකුටිලභාවය	akuʈilabaːvaja	NOUN	frankness
අකුණ	akuɳa	VERB	lightning;thunder;bolt;lightening;thunderbolt
අකුණු	akuɳu	NOUN	lightning;Lightning
අකුර	akura	NOUN	letter;character;syllable;alphabetic character;letter of the alphabet
අකුරැස්ස	akuræssa	?	Akuressa
අකුරු	akuru	NOUN	letters
අකුරුකළ	akurukaɭa	ADJ	literate
අකුරුතාව	akurutaːva	NOUN	literacy
අකුරුනොදත්	akurunodat	ADJ	illiterate
අකුරුමැටි	akurumæʈi	NOUN	till
අකුල	akula	NOUN	bush;obstacle;scrub;tangle;brake;thicket;undergrowth;brushwood;brush wood
අකුව	akuva	?	collar bone
අකුශලය	akusalaja	NOUN	demerit
අකුෂේ	akuseː	NOUN	accoucheur
අකුසල	akusala	NOUN	sin
අකුසලය	akusalaja	NOUN	evil;sin;demerit;evil deed
අකුසල්	akusal	NOUN	evil
අකුළනවා	akuɭanavaː	VERB	contract;roll;purse;fold;clasp;roll up
අකෘතඥ	akurtad͡ʒɲa	ADJ	selfish;ungrateful;thankless
අකෘතඥයා	akurtad͡ʒɲajaː	NOUN	ingrate
අකෘතහස්ත	akurtahasta	ADJ	inexperienced
අකෘත්‍රිම	akurt‍rima	ADJ	natural
අකේන්ද්‍රවාදය	akeːnd‍ravaːdaja	?	non centre theory
අකේෂියා	akeːsijaː	NOUN	acacia
අකෛනීටය	akainiːʈaja	?	akinete
අකොටිල	akoʈila	?	acotyledonous
අකොටිලය	akoʈilaja	?	acotyledon
අකෝණික	akoːɳika	?	agonic
අඛණ්ඩ	akaɳɖa	ADJ	continuous;integral;unbroken;continual;ceaseless;nonstop
අඛණ්ඩතාව	akaɳɖataːva	NOUN	continuity;continuum;soundness
අඛණ්ඩභාවය	akaɳɖabaːvaja	?	going concern
අඛණ්ඩව	akaɳɖava	ADV	continuously
අඛර	akara	ADJ	benign
අඛිල	akila	ADJ	complete;entire
අග	aɡa	NOUN	last;end;point;top;corner;tip;supreme;apex;culmination;extremity;acme
අගඅකුරුලෝපය	aɡakuruloːpaja	NOUN	apocope
අගට්	aɡaʈ	NOUN	ergot
අගණ්‍ය	aɡaɳ‍ja	ADJ	countless;innumberable
අගත්ති	aɡatti	NOUN	agate
අගතිකාරී	aɡatikaːriː	ADJ	prejudicial
අගතිගත	aɡatiɡata	VERB	prejudiced
අගතිගාමී	aɡatiɡaːmiː	ADJ	prejudicial;insular;unsporting
අගතිය	aɡatija	NOUN	prejudice;bias;perverseness;perversity
අගතිවිරහිතව	aɡativirahitava	?	without prejudice
අගද	aɡada	NOUN	medicine;adtidote
අගද්‍යතාව	aɡad‍jataːva	?	alogia
අගන්ති	aɡanti	NOUN	agate
අගනා	aɡanaː	ADJ	valuable;precious;prize;appreciable;enviable;antidote
අගනුවර	aɡanuvara	NOUN	capital;valuable;metropolis;capital city;Capital city
අගම්	aɡam	ADJ	nomadic
අගම්ගල්	aɡamɡal	?	erratics
අගම්‍ය	aɡam‍ja	ADJ	illicit
අගම්‍යෝගය	aɡam‍joːɡaja	?	xenogamy
අගමැති	aɡamæti	ADJ	precious;premier;premier minister
අගමුල	aɡamula	ADJ	extreme
අගමෙභෙසිය	aɡamebesija	NOUN	queen;consort
අගමෙහෙසිය	aɡamehesija	NOUN	queen
අගය	aɡaja	NOUN	cost;value;price;surplus value;Value
අගයක්ෂය	aɡajaksaja	NOUN	depreciation;depreciating
අගයනවා	aɡajanavaː	VERB	evaluate;appraise
අගයන්	aɡajan	NOUN	values
අගරජ	aɡarad͡ʒa	NOUN	emperor
අගරික්	aɡarik	NOUN	agaric
අගරු	aɡaru	ADJ	uncivil;disrespectful
අගරුව	aɡaruva	VERB	bounce;dishonour
අගල	aɡala	VERB	drain;drainage;ditch;trench;gutter;dyke;moat
අගලු	aɡalu	VERB	tailings
අගවිනිසුරු	aɡavinisuru	?	chiefdom;chief justice
අගවේශිත	aɡaveːsita	ADJ	unexplored
අගස්ති	aɡasti	NOUN	agate
අගහිඟකම	aɡahiŋɡakama	NOUN	privation
අගළ	aɡaɭa	VERB	ditch;trench;moat
අග්ගිස්ස	aɡɡissa	NOUN	end;top;crown
අග්න්‍යාශදාහය	aɡn‍jaːsadaːhaja	NOUN	pancreatitis
අග්න්‍යාශය	aɡn‍jaːsaja	NOUN	pancreas
අග්නි	aɡni	NOUN	Agni
අග්නිකර්මය	aɡnikarmaja	NOUN	cauterization
අග්නිකාරක	aɡnikaːraka	ADJ	appetizing;appertising;appertizing
අග්නිකාරකය	aɡnikaːrakaja	NOUN	appetizer
අග්නිජ	aɡnid͡ʒa	ADJ	plutonic
අග්නිජාලාව	aɡnid͡ʒaːlaːva	VERB	flame;blaze
අග්නිදිග	aɡnidiɡa	?	south east
අග්නිධරය	aɡnidaraja	?	pyrophore
අග්නිමාණික්‍යය	aɡnimaːɳik‍jaja	NOUN	opal
අග්නිමානය	aɡnimaːnaja	NOUN	pyrometer
අග්නිමිතික	aɡnimitika	?	pyrometric
අග්නිමිතිය	aɡnimitija	?	pyrometry
අග්නිය	aɡnija	NOUN	appetite
අග්නිහේළිමානය	aɡniheːɭimaːnaja	?	pyrheliometer
අග්නිහෝමය	aɡnihoːmaja	NOUN	holocaust;lgnicolism
අග්නේය	aɡneːja	ADJ	igneous
අග්‍ර	aɡ‍ra	NOUN	first;top;main;chief;prime;noble;foremost;terminal;ardent;premier
අග්‍රඋපස්ථායකයා	aɡ‍rupastaːjakajaː	?	chief atendant
අග්‍රඑල	aɡ‍rela	?	first fruits
අග්‍රඑලින	aɡ‍relina	ADJ	acrocarpous
අග්‍රකය	aɡ‍rakaja	?	apicula
අග්‍රකෘතිය	aɡ‍rakurtija	NOUN	masterpiece
අග්‍රගණ්‍ය	aɡ‍raɡaɳ‍ja	ADJ	highest;distinguished;foremost;in the first flight
අග්‍රඡේදනය	aɡ‍rat͡ʃeːdanaja	NOUN	decapitation
අග්‍රජන්‍ය	aɡ‍rad͡ʒan‍ja	ADJ	acrogenous;produced at the apex
අග්‍රජායාංගී	aɡ‍rad͡ʒaːjaːŋɡiː	?	acrogynous
අග්‍රජායාංගීතාව	aɡ‍rad͡ʒaːjaːŋɡiːtaːva	?	acrogyny
අග්‍රදූතයා	aɡ‍raduːtajaː	NOUN	harbinger
අග්‍රධරයා	aɡ‍radarajaː	NOUN	Primate
අග්‍රපාරවින්දනය	aɡ‍rapaːravindanaja	?	acroparesthesia
අග්‍රපුමංගී	aɡ‍rapumaŋɡiː	?	acrandrous
අග්‍රපුමංගීතාව	aɡ‍rapumaŋɡiːtaːva	?	acrandry
අග්‍රබාහුව	aɡ‍rabaːhuva	NOUN	forearm
අග්‍රය	aɡ‍raja	NOUN	end;point;top;climax;terminal;apex;acme
අග්‍රයෝගී	aɡ‍rajoːɡiː	?	acrogamous;progamons
අග්‍රවර්ධි	aɡ‍ravardi	ADJ	acrogenous;growing at the apex
අග්‍රශ්‍රාවක	aɡ‍ras‍raːvaka	?	chief disciple
අග්‍රශිලාව	aɡ‍rasilaːva	?	acrolith
අග්‍රස්ථ	aɡ‍rasta	NOUN	dominant;terminal;apical
අග්‍රස්ථානය	aɡ‍rastaːnaja	NOUN	height;summit;acme
අග්‍රාඥතාව	aɡ‍raːd͡ʒɲataːva	?	acro agnosis
අග්‍රාපසාරී	aɡ‍raːpasaːriː	?	acrofugal
අග්‍රාභිමුඛ	aɡ‍raːbimuka	ADJ	acroscopic
අග්‍රාභිසාරි	aɡ‍raːbisaːri	ADJ	acropetal
අග්‍රාමාත්‍ය	aɡ‍raːmaːt‍ja	?	prime minister
අග්‍රාමාත්‍යයා	aɡ‍raːmaːt‍jajaː	NOUN	premier
අග්‍රාමාත්‍යවරයා	aɡ‍raːmaːt‍javarajaː	?	prime minister
අග්‍රිමය	aɡ‍rimaja	NOUN	forte;imprest
අග්‍රේෂයේ	aɡ‍reːsajeː	NOUN	primates
අග්‍රේසරයා	aɡ‍reːsarajaː	NOUN	forerunner;cock of the walk
අගාධ	aɡaːda	ADJ	deep;abysmal;bottomless;unfathomable;abyssal;bathybic;fathomless;plumbless
අගාධභීතිකාව	aɡaːdabiːtikaːva	?	bathophobia
අගාධමානය	aɡaːdamaːnaja	NOUN	bathymeter
අගාධමිතික	aɡaːdamitika	ADJ	bathymetrical
අගාධය	aɡaːdaja	ADJ	deep;abyss;abysm
අගාධවාසී	aɡaːdavaːsiː	ADJ	abyssal
අගාධශාකය	aɡaːdasaːkaja	?	benthophyte
අගාධසාගරික	aɡaːdasaːɡarika	?	bathypelagic
අගාපය	aɡaːpaja	NOUN	agape
අගාරික	aɡaːrika	VERB	lay;secular;worldly
අගාලුව	aɡaːluva	NOUN	balk;baulk;dumpling
අගැයීම	aɡæjiːma	NOUN	valuation
අගැයූ	aɡæjuː	NOUN	valuer
අගිල්	aɡil	NOUN	myrrh;aloe
අගිස්ස	aɡissa	NOUN	end;top;crown
අගුණ	aɡuɳa	ADJ	bad;faulty;defective;unwholesome;inauspicious
අගුල	aɡula	VERB	catch;lock;bolt;latch;clicket;locking device
අගුව	aɡuva	VERB	compound;backyard;eave
